gender,age,marital_status,education,nb_depend_child,employ_status,yrs_current_job,yrs_employed,net_income,spouse_work,spouse_income,residential_status,yrs_current_address,product,purchase
F,65,divorced,highsch,2,part_time,15,35,33469,no,0,owner_morg,3,bonds,yes
M,36,single,univ,0,full_time,0,5,79688,no,0,tenant,4,stocks,no
F,31,single,univ,0,full_time,3,7,79688,no,0,tenant,5,derivatives,no
F,25,married,highsch,0,full_time,4,3,31875,yes,37301,tenant,3,bonds,yes
F,30,single,highsch,0,full_time,3,6,47813,no,0,owner_morg,7,stocks,no
M,57,married,basic,0,self_employ,19,19,44625,yes,53585,tenant,4,stocks,no
F,33,married,univ,2,part_time,6,7,47813,yes,49346,tenant,9,bonds,yes
F,60,widowed,univ,1,full_time,8,21,92969,no,0,tenant,4,bonds,yes
M,36,widowed,univ,2,part_time,6,8,47813,no,0,owner,8,bonds,yes
M,28,single,highsch,0,self_employ,3,6,38250,no,0,tenant,10,bonds,no
F,29,single,univ,0,unemployed,0,7,0,no,0,owner_morg,7,derivatives,no
M,36,single,basic,0,full_time,0,1,31875,no,0,owner_morg,9,bonds,no
M,55,divorced,univ,3,part_time,12,25,55781,no,0,tenant,3,derivatives,yes
F,43,single,highsch,0,full_time,2,18,47813,no,0,tenant,11,stocks,no
F,24,divorced,highsch,1,unemployed,0,2,0,no,0,tenant,4,stocks,yes
F,38,married,highsch,1,part_time,1,3,28688,yes,40952,tenant,8,derivatives,yes
M,44,single,univ,0,part_time,13,17,47813,no,0,tenant,8,stocks,no
F,25,married,univ,2,self_employ,0,3,63750,yes,46309,tenant,10,bonds,yes
M,27,divorced,highsch,0,full_time,1,1,31875,no,0,tenant,7,stocks,yes
M,21,married,highsch,0,full_time,2,2,31875,yes,40538,owner_morg,7,bonds,no
M,25,single,univ,0,unemployed,0,6,0,no,0,owner_morg,2,bonds,no
F,23,divorced,basic,0,part_time,2,4,12750,no,0,tenant,5,bonds,yes
M,39,divorced,basic,0,unemployed,0,7,0,no,0,tenant,6,stocks,no
F,61,single,highsch,0,full_time,21,30,55781,no,0,tenant,2,derivatives,no
F,23,single,basic,0,full_time,0,3,21250,no,0,owner,6,stocks,yes
F,40,divorced,basic,1,part_time,2,2,19125,no,0,tenant,7,derivatives,no
F,46,divorced,univ,1,unemployed,0,11,0,no,0,tenant,5,derivatives,no
F,20,single,basic,0,full_time,0,1,21250,no,0,w_parents,5,stocks,yes
F,34,married,univ,0,unemployed,0,8,0,yes,30987,tenant,7,stocks,no
M,31,married,postgrad,0,unemployed,0,1,0,no,0,tenant,4,stocks,no
M,41,married,highsch,1,part_time,12,16,28688,no,0,tenant,11,stocks,no
F,40,single,highsch,0,unemployed,0,6,0,no,0,tenant,13,stocks,no
F,21,widowed,basic,0,self_employ,2,2,25500,no,0,tenant,8,derivatives,yes
F,21,single,highsch,0,part_time,0,1,19125,no,0,w_parents,8,derivatives,no
F,32,single,highsch,0,part_time,5,10,28688,no,0,tenant,7,bonds,yes
M,30,married,univ,2,full_time,2,5,79688,yes,48579,tenant,2,stocks,no
F,27,widowed,basic,1,unemployed,0,6,0,no,0,owner_morg,6,stocks,yes
F,44,divorced,highsch,0,full_time,13,15,47813,no,0,tenant,7,derivatives,no
F,36,single,univ,0,part_time,0,7,47813,no,0,tenant,4,bonds,yes
M,29,single,basic,0,full_time,5,7,21250,no,0,owner,10,stocks,yes
M,23,divorced,highsch,1,full_time,1,1,31875,no,0,tenant,8,stocks,yes
M,28,single,highsch,0,full_time,4,7,31875,no,0,owner_morg,2,derivatives,yes
F,29,married,highsch,1,unemployed,0,8,0,yes,27835,owner,3,stocks,yes
M,58,widowed,highsch,3,unemployed,0,20,0,no,0,tenant,4,stocks,no
M,21,single,basic,0,full_time,1,2,21250,no,0,w_parents,8,bonds,no
M,26,single,highsch,0,full_time,0,3,31875,no,0,owner,4,bonds,no
M,39,married,highsch,1,full_time,10,9,47813,yes,55148,owner_morg,13,stocks,no
M,46,single,basic,0,full_time,7,12,31875,no,0,tenant,13,stocks,no
M,36,divorced,univ,2,unemployed,0,10,0,no,0,tenant,12,bonds,yes
M,45,single,basic,0,part_time,7,10,19125,no,0,owner_morg,12,derivatives,yes
F,21,divorced,highsch,0,part_time,0,2,19125,no,0,tenant,7,bonds,yes
M,68,married,basic,3,retired,18,14,14875,yes,31137,owner_morg,13,derivatives,no
M,29,married,highsch,2,unemployed,0,2,0,yes,44580,tenant,6,stocks,yes
F,38,divorced,highsch,1,part_time,9,16,28688,no,0,tenant,8,bonds,no
M,49,divorced,highsch,1,self_employ,6,14,57375,no,0,owner_morg,7,derivatives,yes
M,37,divorced,postgrad,2,full_time,3,6,127500,no,0,owner,4,bonds,yes
M,51,single,basic,0,full_time,7,10,37188,no,0,tenant,9,stocks,no
M,36,widowed,highsch,0,unemployed,0,3,0,no,0,tenant,4,derivatives,yes
M,43,single,univ,0,part_time,11,17,47813,no,0,tenant,1,derivatives,yes
M,47,married,highsch,0,part_time,6,12,28688,yes,36248,tenant,13,derivatives,yes
F,23,single,highsch,0,unemployed,0,3,0,no,0,tenant,5,stocks,yes
M,42,widowed,highsch,1,part_time,4,14,28688,no,0,tenant,9,bonds,yes
F,53,divorced,highsch,3,self_employ,5,10,66938,no,0,owner,5,stocks,no
F,23,single,highsch,0,full_time,0,2,31875,no,0,owner,7,derivatives,no
M,47,single,highsch,0,self_employ,12,12,57375,no,0,owner,11,bonds,no
F,60,single,univ,0,self_employ,20,20,111563,no,0,tenant,8,stocks,no
F,21,single,highsch,0,self_employ,0,2,38250,no,0,tenant,7,bonds,yes
F,42,divorced,highsch,1,part_time,5,18,28688,no,0,owner_morg,1,stocks,no
F,44,divorced,univ,1,full_time,9,18,79688,no,0,tenant,12,derivatives,no
F,23,divorced,univ,0,full_time,2,2,53125,no,0,tenant,8,bonds,yes
M,53,divorced,basic,0,unemployed,0,17,0,no,0,owner,10,stocks,no
M,27,married,univ,2,full_time,2,3,53125,yes,45108,owner,2,derivatives,yes
F,48,single,postgrad,0,full_time,5,15,127500,no,0,owner,6,stocks,no
M,43,divorced,postgrad,0,full_time,6,12,127500,no,0,owner,7,bonds,no
M,33,married,univ,1,unemployed,0,12,0,yes,28237,owner,9,stocks,no
M,22,divorced,univ,0,unemployed,0,1,0,no,0,owner_morg,4,stocks,yes
F,34,divorced,highsch,0,full_time,3,9,47813,no,0,owner,14,stocks,no
M,70,single,univ,0,unemployed,0,39,0,no,0,owner,5,bonds,no
M,25,single,highsch,0,full_time,0,4,31875,no,0,owner,9,derivatives,yes
F,22,married,univ,1,self_employ,0,3,63750,no,0,tenant,8,stocks,yes
M,39,divorced,postgrad,0,full_time,0,4,127500,no,0,owner_morg,13,stocks,no
M,66,divorced,univ,2,unemployed,0,17,0,no,0,tenant,8,stocks,no
M,27,married,univ,2,unemployed,0,5,0,yes,12375,tenant,2,derivatives,yes
M,30,widowed,highsch,2,part_time,1,5,28688,no,0,tenant,10,derivatives,yes
F,33,widowed,univ,2,self_employ,1,2,95625,no,0,tenant,8,derivatives,yes
F,49,married,univ,2,part_time,12,19,47813,yes,51635,tenant,2,bonds,yes
F,32,married,highsch,2,unemployed,0,11,0,yes,21581,tenant,4,stocks,no
M,26,single,univ,0,self_employ,2,2,63750,no,0,tenant,1,derivatives,no
M,27,divorced,univ,0,unemployed,0,6,0,no,0,tenant,5,stocks,yes
F,87,widowed,highsch,0,retired,4,50,22313,no,0,owner,15,stocks,no
M,42,divorced,univ,3,part_time,2,18,47813,no,0,owner,11,stocks,no
F,43,widowed,univ,3,unemployed,0,16,0,no,0,tenant,1,stocks,no
M,62,divorced,postgrad,0,full_time,8,8,148750,no,0,owner,3,bonds,no
M,26,widowed,highsch,0,self_employ,4,5,38250,no,0,owner_morg,8,bonds,no
F,29,single,univ,0,full_time,2,8,53125,no,0,tenant,2,stocks,yes
F,23,divorced,highsch,0,part_time,3,2,19125,no,0,tenant,5,derivatives,no
F,22,single,univ,0,part_time,1,3,31875,no,0,tenant,4,bonds,yes
F,55,married,postgrad,0,part_time,7,22,89250,yes,65871,owner,13,derivatives,no
M,26,widowed,univ,1,unemployed,0,4,0,no,0,tenant,10,bonds,yes
F,25,single,univ,0,full_time,1,5,53125,no,0,owner,7,derivatives,no
F,34,single,basic,0,self_employ,7,11,38250,no,0,tenant,2,derivatives,no
F,47,single,univ,0,part_time,2,12,47813,no,0,tenant,8,stocks,no
M,25,single,univ,0,part_time,2,2,31875,no,0,owner_morg,4,bonds,no
F,57,single,basic,0,unemployed,0,2,0,no,0,owner_morg,5,bonds,no
F,33,single,highsch,0,full_time,1,1,47813,no,0,tenant,2,derivatives,no
F,59,widowed,highsch,2,self_employ,10,18,66938,no,0,owner_morg,15,stocks,no
M,30,single,basic,0,full_time,3,10,31875,no,0,tenant,2,bonds,no
F,33,single,highsch,0,full_time,7,8,47813,no,0,tenant,13,stocks,no
F,57,married,basic,0,self_employ,18,18,44625,yes,54651,tenant,4,bonds,yes
M,56,widowed,univ,3,unemployed,0,23,0,no,0,owner_morg,8,stocks,no
M,32,divorced,basic,2,part_time,2,6,19125,no,0,tenant,13,bonds,yes
F,41,married,univ,0,full_time,9,14,79688,yes,64280,tenant,2,derivatives,no
F,41,married,basic,1,part_time,1,2,19125,yes,26967,tenant,1,stocks,no
M,32,single,highsch,0,full_time,0,2,47813,no,0,owner_morg,8,stocks,no
F,32,divorced,highsch,3,full_time,6,6,47813,no,0,owner_morg,9,bonds,yes
M,35,married,univ,2,self_employ,0,1,95625,yes,87515,owner_morg,6,bonds,no
F,21,married,highsch,0,self_employ,2,2,38250,yes,50982,tenant,7,derivatives,no
M,35,married,univ,3,part_time,1,11,47813,yes,58627,owner_morg,6,derivatives,yes
F,62,widowed,highsch,0,full_time,15,14,55781,no,0,owner,1,stocks,no
F,51,married,highsch,3,unemployed,0,20,0,no,0,owner_morg,15,bonds,yes
M,43,widowed,basic,1,part_time,6,15,19125,no,0,owner,2,derivatives,yes
M,40,divorced,highsch,2,full_time,5,17,47813,no,0,owner,13,derivatives,yes
M,62,widowed,univ,0,full_time,1,18,92969,no,0,tenant,10,bonds,no
F,39,divorced,highsch,1,self_employ,4,12,57375,no,0,tenant,2,derivatives,no
F,62,widowed,highsch,1,self_employ,14,32,66938,no,0,tenant,14,bonds,yes
F,65,widowed,univ,0,unemployed,0,8,0,no,0,tenant,11,bonds,yes
F,21,divorced,highsch,0,self_employ,1,2,38250,no,0,tenant,7,stocks,no
F,21,married,basic,0,full_time,0,0,21250,yes,52999,owner,7,bonds,yes
F,36,divorced,highsch,2,unemployed,0,4,0,no,0,owner,3,derivatives,no
M,28,widowed,highsch,1,self_employ,2,7,38250,no,0,owner_morg,10,bonds,no
M,26,single,basic,0,full_time,2,6,21250,no,0,owner_morg,7,stocks,yes
F,20,single,highsch,0,part_time,0,1,19125,no,0,w_parents,5,bonds,yes
M,24,single,univ,0,full_time,3,3,53125,no,0,tenant,8,bonds,no
M,35,single,univ,0,self_employ,7,13,95625,no,0,tenant,1,bonds,no
M,46,single,basic,0,full_time,10,17,31875,no,0,tenant,3,stocks,no
F,31,divorced,highsch,2,full_time,5,4,47813,no,0,tenant,12,derivatives,no
M,39,divorced,univ,1,self_employ,7,9,95625,no,0,owner_morg,13,derivatives,yes
F,47,divorced,basic,1,full_time,9,23,31875,no,0,tenant,6,stocks,no
F,62,married,postgrad,1,unemployed,0,10,0,yes,56890,owner_morg,6,stocks,no
M,43,married,highsch,1,part_time,6,18,28688,no,0,tenant,8,stocks,no
M,29,married,highsch,2,part_time,0,9,19125,no,0,tenant,8,stocks,yes
M,40,single,univ,0,self_employ,4,17,95625,no,0,owner,11,derivatives,no
F,52,single,postgrad,0,full_time,8,26,148750,no,0,tenant,5,stocks,no
M,51,single,postgrad,0,full_time,1,4,148750,no,0,tenant,2,stocks,no
F,22,divorced,basic,0,unemployed,0,1,0,no,0,tenant,8,derivatives,no
F,40,married,highsch,2,self_employ,5,17,57375,yes,44860,owner,1,stocks,no
F,31,divorced,basic,0,part_time,6,9,19125,no,0,tenant,8,bonds,yes
M,48,single,univ,0,self_employ,1,14,95625,no,0,owner,9,stocks,no
M,24,single,univ,0,part_time,2,2,31875,no,0,owner,7,derivatives,no
F,39,married,basic,0,part_time,8,13,19125,yes,46822,tenant,9,bonds,yes
F,43,married,highsch,0,unemployed,0,8,0,yes,42548,tenant,1,derivatives,no
M,26,widowed,univ,0,part_time,1,2,31875,no,0,owner,1,derivatives,yes
M,40,divorced,univ,0,full_time,0,11,79688,no,0,owner,8,stocks,no
M,25,divorced,basic,1,unemployed,0,0,0,no,0,tenant,7,derivatives,yes
M,32,single,highsch,0,self_employ,3,8,57375,no,0,tenant,15,bonds,no
M,24,widowed,univ,0,full_time,1,4,53125,no,0,tenant,3,derivatives,yes
F,50,married,univ,3,part_time,6,22,55781,yes,41139,tenant,9,bonds,no
F,44,divorced,basic,2,full_time,8,11,31875,no,0,owner,11,bonds,no
M,65,married,univ,3,self_employ,19,18,111563,yes,93109,owner_morg,7,stocks,no
M,21,single,highsch,0,part_time,0,1,19125,no,0,w_parents,8,bonds,no
F,22,widowed,univ,0,full_time,2,2,53125,no,0,owner_morg,8,bonds,yes
M,34,married,highsch,2,unemployed,0,6,0,yes,6715,owner_morg,10,derivatives,yes
M,28,married,postgrad,0,full_time,0,3,85000,yes,77563,owner_morg,7,derivatives,yes
M,29,married,highsch,2,self_employ,0,8,38250,no,0,owner_morg,10,stocks,yes
M,57,divorced,highsch,2,self_employ,13,30,66938,no,0,owner,10,stocks,no
M,21,single,highsch,0,full_time,1,2,31875,no,0,tenant,4,stocks,yes
F,32,widowed,univ,2,unemployed,0,10,0,no,0,tenant,2,bonds,no
M,51,widowed,highsch,0,full_time,14,17,55781,no,0,owner_morg,14,stocks,no
M,30,divorced,highsch,2,self_employ,3,8,57375,no,0,tenant,1,derivatives,yes
M,43,married,postgrad,0,unemployed,0,14,0,yes,2544,tenant,7,derivatives,yes
M,45,single,univ,0,self_employ,12,18,95625,no,0,tenant,10,bonds,no
M,22,married,highsch,0,full_time,1,2,31875,no,0,owner,7,derivatives,yes
F,34,divorced,postgrad,2,full_time,5,7,127500,no,0,owner,14,bonds,yes
M,40,divorced,highsch,0,self_employ,11,13,57375,no,0,tenant,9,derivatives,yes
F,42,married,highsch,1,full_time,9,17,47813,yes,53457,owner,2,stocks,no
M,26,divorced,highsch,1,part_time,0,0,19125,no,0,tenant,7,bonds,yes
F,30,divorced,basic,0,unemployed,0,2,0,no,0,owner,6,stocks,no
F,24,widowed,highsch,0,full_time,1,2,31875,no,0,owner_morg,5,derivatives,yes
M,26,divorced,highsch,3,full_time,2,5,31875,no,0,owner_morg,8,derivatives,yes
M,40,single,univ,0,self_employ,6,11,95625,no,0,tenant,6,bonds,no
M,24,widowed,univ,1,part_time,0,1,31875,no,0,owner_morg,4,bonds,yes
M,35,married,highsch,2,part_time,4,9,28688,yes,56306,owner_morg,10,derivatives,yes
F,51,divorced,univ,3,full_time,12,24,92969,no,0,tenant,3,stocks,no
M,28,married,highsch,3,part_time,1,3,19125,no,0,tenant,1,derivatives,yes
F,30,divorced,highsch,3,self_employ,6,8,57375,no,0,owner,6,stocks,no
M,35,single,highsch,0,part_time,6,12,28688,no,0,owner_morg,7,stocks,no
F,48,divorced,basic,1,full_time,13,21,31875,no,0,tenant,13,derivatives,no
F,74,married,univ,0,self_employ,25,32,111563,yes,80561,owner_morg,9,bonds,yes
F,26,single,highsch,0,unemployed,0,4,0,no,0,tenant,5,stocks,yes
M,46,divorced,highsch,2,self_employ,11,12,57375,no,0,tenant,9,bonds,yes
M,33,married,univ,3,full_time,4,6,79688,yes,53535,owner_morg,8,bonds,yes
M,30,divorced,postgrad,1,full_time,0,5,127500,no,0,owner,2,bonds,yes
M,38,married,highsch,1,part_time,8,16,28688,yes,57772,owner_morg,14,derivatives,yes
M,20,married,highsch,0,full_time,0,1,31875,yes,47507,tenant,5,derivatives,no
M,35,divorced,highsch,2,unemployed,0,10,0,no,0,tenant,3,bonds,yes
M,27,married,univ,2,part_time,4,5,31875,yes,49544,owner,7,stocks,yes
M,34,divorced,postgrad,1,full_time,8,6,127500,no,0,owner,9,bonds,yes
M,31,married,univ,2,unemployed,0,8,0,yes,14740,owner_morg,11,derivatives,yes
F,28,married,highsch,3,part_time,5,8,19125,yes,29969,owner_morg,10,stocks,yes
F,33,single,highsch,0,full_time,3,5,47813,no,0,tenant,8,stocks,no
F,69,divorced,highsch,1,retired,22,39,22313,no,0,tenant,4,stocks,no
M,27,divorced,highsch,1,full_time,1,7,31875,no,0,owner_morg,1,derivatives,yes
M,32,divorced,highsch,1,unemployed,0,2,0,no,0,tenant,7,bonds,yes
M,31,divorced,basic,0,unemployed,0,2,0,no,0,tenant,7,derivatives,yes
M,53,single,postgrad,0,full_time,8,26,148750,no,0,tenant,14,bonds,no
F,47,single,basic,0,full_time,14,21,31875,no,0,owner,15,derivatives,no
M,71,married,basic,2,unemployed,0,38,0,yes,49765,owner_morg,14,stocks,no
F,23,married,univ,1,self_employ,2,2,63750,yes,58133,owner,6,bonds,yes
F,34,single,highsch,0,unemployed,0,12,0,no,0,owner,6,derivatives,no
M,27,single,highsch,0,self_employ,1,3,38250,no,0,tenant,8,derivatives,yes
M,25,married,basic,2,self_employ,3,5,25500,yes,28892,owner,2,derivatives,yes
F,59,married,highsch,2,full_time,17,31,55781,yes,30871,tenant,7,stocks,no
M,61,widowed,highsch,0,full_time,4,22,55781,no,0,tenant,1,stocks,no
M,78,divorced,highsch,1,retired,16,27,22313,no,0,tenant,15,stocks,no
M,27,widowed,univ,1,part_time,4,5,31875,no,0,tenant,4,bonds,no
F,37,single,highsch,0,unemployed,0,14,0,no,0,tenant,6,stocks,no
M,26,single,univ,0,full_time,1,6,53125,no,0,owner_morg,1,bonds,no
M,77,divorced,basic,3,self_employ,3,25,44625,no,0,tenant,7,derivatives,yes
F,28,divorced,postgrad,0,full_time,0,7,85000,no,0,owner_morg,5,bonds,yes
F,68,widowed,highsch,2,unemployed,0,13,0,no,0,tenant,3,stocks,no
M,24,single,basic,0,full_time,3,2,21250,no,0,owner_morg,4,bonds,no
M,41,divorced,highsch,1,unemployed,0,3,0,no,0,tenant,5,stocks,no
F,25,single,highsch,0,full_time,4,6,31875,no,0,tenant,6,bonds,yes
F,23,married,highsch,0,self_employ,1,2,38250,no,0,owner,3,bonds,yes
F,35,married,basic,2,part_time,4,13,19125,yes,47749,owner_morg,12,derivatives,no
M,67,divorced,univ,2,unemployed,0,18,0,no,0,tenant,1,derivatives,yes
M,21,divorced,highsch,0,full_time,2,2,31875,no,0,tenant,8,derivatives,yes
M,36,single,highsch,0,self_employ,0,5,57375,no,0,owner,1,stocks,no
F,37,divorced,postgrad,1,full_time,1,7,127500,no,0,tenant,9,stocks,no
M,51,married,highsch,1,part_time,13,13,33469,no,0,owner,2,bonds,yes
F,49,single,univ,0,full_time,9,15,79688,no,0,tenant,9,bonds,yes
M,47,widowed,univ,1,self_employ,13,22,95625,no,0,owner_morg,9,bonds,yes
F,36,married,highsch,0,part_time,1,11,28688,yes,47207,owner,9,bonds,yes
M,41,married,highsch,2,part_time,8,14,28688,no,0,tenant,9,derivatives,yes
M,28,single,highsch,0,self_employ,5,5,38250,no,0,tenant,7,bonds,no
F,50,divorced,highsch,2,full_time,3,9,55781,no,0,tenant,12,derivatives,no
F,62,divorced,highsch,3,full_time,21,32,55781,no,0,tenant,2,stocks,no
F,33,widowed,highsch,0,part_time,5,4,28688,no,0,owner_morg,12,derivatives,no
F,20,single,highsch,0,part_time,1,2,19125,no,0,w_parents,6,derivatives,no
M,74,single,univ,0,retired,16,22,37188,no,0,tenant,11,bonds,no
M,29,married,highsch,0,self_employ,3,7,38250,yes,54595,tenant,6,bonds,no
M,47,single,univ,0,self_employ,1,21,95625,no,0,tenant,10,stocks,no
F,25,single,univ,0,part_time,4,4,31875,no,0,tenant,9,bonds,yes
F,36,widowed,univ,1,unemployed,0,1,0,no,0,owner,12,stocks,no
M,31,married,univ,0,unemployed,0,1,0,yes,6530,owner,11,stocks,no
M,25,divorced,highsch,0,full_time,0,2,31875,no,0,owner_morg,6,derivatives,yes
F,26,single,univ,0,part_time,4,6,31875,no,0,tenant,3,bonds,yes
M,25,married,univ,2,self_employ,2,6,63750,yes,58648,owner,5,bonds,yes
M,22,single,highsch,0,self_employ,1,3,38250,no,0,owner_morg,7,stocks,yes
M,31,divorced,highsch,2,full_time,1,5,47813,no,0,tenant,2,stocks,no
M,35,divorced,univ,0,full_time,5,7,79688,no,0,tenant,7,derivatives,yes
M,35,divorced,univ,2,part_time,6,11,47813,no,0,tenant,11,bonds,yes
F,28,married,basic,0,part_time,4,4,12750,yes,38879,tenant,5,stocks,yes
M,39,single,highsch,0,unemployed,0,4,0,no,0,tenant,1,stocks,no
M,39,single,highsch,0,full_time,8,10,47813,no,0,owner,2,bonds,no
F,40,single,postgrad,0,full_time,0,6,127500,no,0,owner,2,bonds,yes
F,20,married,basic,1,unemployed,0,2,0,yes,36530,owner,5,bonds,yes
F,35,single,univ,0,part_time,0,13,47813,no,0,tenant,10,derivatives,no
F,26,single,univ,0,self_employ,1,3,63750,no,0,tenant,6,bonds,yes
M,43,single,highsch,0,self_employ,0,16,57375,no,0,tenant,11,derivatives,no
F,21,married,highsch,1,self_employ,2,2,38250,yes,46476,tenant,3,stocks,yes
M,23,single,univ,0,part_time,0,0,31875,no,0,tenant,7,derivatives,yes
F,62,widowed,univ,1,full_time,6,6,92969,no,0,owner,8,stocks,no
M,32,divorced,postgrad,0,full_time,2,10,127500,no,0,owner,8,derivatives,yes
M,43,married,basic,0,part_time,6,6,19125,yes,48821,tenant,8,bonds,no
M,29,single,univ,0,part_time,3,6,31875,no,0,tenant,4,derivatives,yes
F,44,widowed,postgrad,0,full_time,4,10,127500,no,0,owner_morg,13,derivatives,no
M,24,single,univ,0,part_time,2,2,31875,no,0,tenant,3,stocks,yes
M,55,married,postgrad,2,full_time,19,26,148750,yes,108788,tenant,2,bonds,yes
F,43,single,postgrad,0,full_time,7,12,127500,no,0,tenant,1,derivatives,no
M,24,widowed,univ,0,unemployed,0,0,0,no,0,tenant,6,stocks,yes
M,28,single,highsch,0,part_time,5,5,19125,no,0,owner_morg,3,bonds,no
M,30,widowed,highsch,3,full_time,2,3,47813,no,0,tenant,8,stocks,no
F,31,divorced,univ,2,full_time,3,8,79688,no,0,tenant,5,bonds,yes
F,51,divorced,highsch,1,self_employ,1,21,66938,no,0,tenant,8,bonds,no
M,56,widowed,univ,1,full_time,7,22,92969,no,0,tenant,15,derivatives,yes
M,24,single,univ,0,part_time,0,0,31875,no,0,owner,4,bonds,no
F,36,divorced,postgrad,1,full_time,5,10,127500,no,0,owner_morg,3,stocks,no
F,51,single,highsch,0,full_time,7,18,55781,no,0,owner,5,stocks,no
M,49,married,univ,2,full_time,3,14,79688,yes,75531,owner_morg,7,stocks,no
F,52,single,postgrad,0,full_time,7,24,148750,no,0,owner,12,bonds,yes
F,37,divorced,univ,3,part_time,5,13,47813,no,0,tenant,15,bonds,yes
M,27,single,univ,0,part_time,3,7,31875,no,0,tenant,5,derivatives,yes
M,35,single,postgrad,0,full_time,6,6,127500,no,0,owner,12,derivatives,no
M,31,married,univ,0,self_employ,5,5,95625,yes,28655,owner_morg,1,stocks,no
F,51,single,postgrad,0,full_time,11,9,148750,no,0,owner_morg,13,derivatives,no
M,41,divorced,univ,0,part_time,12,10,47813,no,0,owner,2,derivatives,yes
F,29,divorced,highsch,3,self_employ,4,9,38250,no,0,tenant,4,bonds,yes
F,30,single,highsch,0,full_time,6,10,47813,no,0,owner,6,bonds,no
M,36,married,univ,2,unemployed,0,9,0,yes,38966,tenant,5,bonds,yes
M,29,married,postgrad,0,self_employ,1,5,102000,no,0,tenant,7,stocks,yes
F,21,single,highsch,0,full_time,1,2,31875,no,0,owner,3,stocks,yes
M,32,married,highsch,2,part_time,4,6,28688,yes,53502,tenant,10,stocks,no
M,36,single,highsch,0,part_time,0,14,28688,no,0,tenant,10,bonds,no
F,42,divorced,highsch,3,part_time,8,18,28688,no,0,owner,4,derivatives,no
F,54,single,highsch,0,full_time,14,24,55781,no,0,owner,9,derivatives,no
M,28,married,highsch,2,part_time,4,4,19125,yes,42960,tenant,9,stocks,yes
M,27,divorced,postgrad,0,full_time,1,7,85000,no,0,tenant,1,bonds,no
F,54,married,univ,0,self_employ,17,24,111563,yes,82322,owner_morg,6,stocks,no
M,30,single,highsch,0,unemployed,0,10,0,no,0,tenant,13,bonds,no
M,35,married,univ,2,unemployed,0,7,0,no,0,owner,2,stocks,no
M,26,divorced,univ,2,self_employ,4,4,63750,no,0,owner,6,bonds,yes
F,31,single,highsch,0,part_time,3,5,28688,no,0,tenant,11,derivatives,no
M,40,divorced,univ,2,full_time,6,10,79688,no,0,owner,3,derivatives,yes
M,42,married,highsch,1,full_time,2,18,47813,yes,59638,owner,5,derivatives,yes
F,56,widowed,highsch,2,full_time,12,14,55781,no,0,owner,10,bonds,no
M,23,married,highsch,1,full_time,1,1,31875,yes,50045,owner,8,derivatives,yes
F,25,single,basic,0,self_employ,3,2,25500,no,0,owner,7,stocks,yes
F,57,divorced,univ,0,full_time,0,6,92969,no,0,tenant,3,derivatives,no
F,57,widowed,postgrad,3,full_time,18,28,148750,no,0,owner,11,derivatives,yes
F,54,widowed,highsch,0,full_time,18,27,55781,no,0,tenant,15,bonds,yes
F,28,single,highsch,0,unemployed,0,7,0,no,0,tenant,7,derivatives,no
M,28,divorced,univ,1,full_time,1,4,53125,no,0,owner,1,derivatives,yes
F,66,divorced,univ,0,retired,15,38,37188,no,0,tenant,9,derivatives,no
M,28,married,highsch,0,self_employ,4,6,38250,yes,56933,owner_morg,7,stocks,yes
F,32,single,highsch,0,part_time,7,10,28688,no,0,owner,1,bonds,yes
M,58,married,highsch,2,part_time,17,14,33469,no,0,owner,8,derivatives,yes
F,21,single,basic,0,self_employ,0,1,25500,no,0,w_parents,7,bonds,yes
M,63,divorced,highsch,3,self_employ,4,14,66938,no,0,owner,9,stocks,no
F,37,widowed,highsch,1,full_time,0,14,47813,no,0,tenant,8,derivatives,yes
F,24,married,basic,0,unemployed,0,0,0,yes,57959,owner,6,derivatives,no
M,60,divorced,highsch,2,full_time,15,18,55781,no,0,tenant,7,derivatives,yes
F,32,single,highsch,0,self_employ,7,8,57375,no,0,owner_morg,12,bonds,yes
M,20,single,highsch,0,part_time,0,2,19125,no,0,w_parents,7,stocks,yes
M,36,married,basic,1,unemployed,0,6,0,yes,930,tenant,10,stocks,no
F,54,married,basic,2,full_time,18,22,37188,yes,59022,owner_morg,11,stocks,no
M,38,divorced,univ,0,part_time,4,5,47813,no,0,owner_morg,13,derivatives,yes
F,38,single,highsch,0,part_time,1,12,28688,no,0,tenant,3,bonds,yes
M,64,single,univ,0,full_time,19,35,92969,no,0,owner,7,derivatives,yes
F,34,married,highsch,0,full_time,7,10,47813,no,0,tenant,8,bonds,yes
F,23,married,univ,1,part_time,1,2,31875,yes,56108,tenant,5,stocks,yes
M,35,married,highsch,2,full_time,1,5,47813,yes,56192,owner_morg,1,derivatives,yes
F,47,married,univ,3,full_time,13,19,79688,yes,63695,owner_morg,7,stocks,no
F,25,widowed,highsch,0,unemployed,0,5,0,no,0,owner_morg,5,derivatives,yes
F,30,married,postgrad,1,part_time,1,2,76500,yes,60226,owner_morg,6,derivatives,yes
M,26,widowed,highsch,1,full_time,1,2,31875,no,0,owner_morg,10,derivatives,yes
F,54,widowed,highsch,0,self_employ,3,14,66938,no,0,tenant,12,derivatives,yes
M,40,divorced,basic,3,full_time,1,8,31875,no,0,owner_morg,6,bonds,yes
M,33,single,postgrad,0,full_time,3,6,127500,no,0,owner_morg,13,bonds,no
